1665735675,98745
1665735675,92670
1665735675,66273
1665735675,65783
1665735694,79683
1665735694,68579
1665735694,45394
1665735694,52936
1665735694,64179
1665735694,63900
1665735694,63900
1665735694,68160
1665735694,51399
1665735694,45533
1665735694,53494
1665735694,72560
1665735694,48954
1665735694,50631
1665735694,70465
1665735694,65785
1665735694,67252
1665735694,65855
1665735695,81777
1665735695,67602
1665735695,69557
1665735695,83943
1665735695,67671
1665735695,65785
1665735695,66275
1665735695,69347
1665735695,67042
1665735695,67601
1665735695,71093
1665735695,86038
1665735714,70955
1665735714,62923
1665735714,70535
1665735714,69069
1665735714,66206
1665735714,68092
1665735714,73888
1665735714,75145
1665735714,64600
1665735714,66486
1665735714,55311
1665735714,69558
1665735714,68650
1665735714,63203
1665735714,64599
1665735714,65787
1665735714,63413
1665735714,61247
1665735714,62015
1665735714,77380
1665735714,61526
1665735714,66695
1665735714,56707
1665735714,66835
1665735714,58593
1665735714,60130
1665735714,67113
1665735714,60968
1665735715,62505
1665735715,61038
1665735715,53565
1665735715,52099
1665735715,76402
1665735715,65298
1665735715,77170
1665735715,62504
1665735715,59431
1665735715,84015
1665735715,103918
1665735715,77520
1665735715,77310
1665735715,79475
